"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"929","Cases","All pathogens","Initial","<5","Fin fish",98.8372027266025,38.4119019696062,202.517922878552
"930","Cases","All pathogens","Initial","<5","Fruit",1839.5200276528,734.642781971,3822.47915859253
"931","Cases","All pathogens","Initial","<5","Lamb",758.731719703718,368.622907601874,1535.6191300064
"932","Cases","All pathogens","Initial","<5","Nuts",598.371881028854,258.090593145423,1305.39916150172
"933","Cases","All pathogens","Initial","<5","Other",1745.71976350903,666.699917377418,3471.50234151533
"934","Cases","All pathogens","Initial","<5","Pork",1305.68761230285,623.558612399482,2672.59881032914
"935","Cases","All pathogens","Initial","<5","Poultry",3479.43937010414,1695.83774440159,7021.05948105976
"936","Cases","All pathogens","Initial","<5","Seeds and grains",246.408236158541,131.467830002782,461.6548853092
"937","Cases","All pathogens","Initial","<5","Shellfish",14053.1375525625,3880.08099256158,28723.8908246168
"938","Cases","All pathogens","Initial","<5","Vegetables",4071.80518944503,1917.63320885614,7538.83706525429
"939","Cases","All pathogens","Initial","5-64","AllFood",297857.735685685,111100.958359543,565313.386833737
"940","Cases","All pathogens","Initial","5-64","Beef",3015.55256252383,1668.90347297458,5486.25160970525
"941","Cases","All pathogens","Initial","5-64","Dairy",728.878165440826,426.844990683124,1227.87136148135
"942","Cases","All pathogens","Initial","5-64","Eggs",13937.8969947062,7201.58366882439,26393.7025475415
"943","Cases","All pathogens","Initial","5-64","Fin fish",1053.33082907696,313.242609655008,2354.66871667479
"944","Cases","All pathogens","Initial","5-64","Fruit",18940.9022533536,5704.98717841186,43565.7201122324
"945","Cases","All pathogens","Initial","5-64","Lamb",2033.32766247226,1011.62820294292,4057.73993651586
"946","Cases","All pathogens","Initial","5-64","Nuts",1560.94112764685,673.281723820278,3405.31763605251
"947","Cases","All pathogens","Initial","5-64","Other",19106.8640705901,5699.65918591577,40770.2864946569
"948","Cases","All pathogens","Initial","5-64","Pork",3466.24977906575,1681.77062305741,7034.52876740133
"949","Cases","All pathogens","Initial","5-64","Poultry",9110.48380120934,4457.36820303289,18345.7333220214
"950","Cases","All pathogens","Initial","5-64","Seeds and grains",676.997818029661,371.84047933642,1240.68080351011
"951","Cases","All pathogens","Initial","5-64","Shellfish",176697.478806573,48437.6955083682,361639.990922981
"952","Cases","All pathogens","Initial","5-64","Vegetables",37519.4806970648,12540.2519536617,80101.9967232671
"953","Cases","All pathogens","Initial","65+","AllFood",61959.9417586793,23685.1891793049,116614.264371131
"954","Cases","All pathogens","Initial","65+","Beef",707.044310269052,394.720372896778,1273.23935356231
"955","Cases","All pathogens","Initial","65+","Dairy",194.056171335424,120.530656085634,313.753817372456
"956","Cases","All pathogens","Initial","65+","Eggs",3159.04418868161,1632.24511147591,5981.72304548847
"957","Cases","All pathogens","Initial","65+","Fin fish",216.788692298238,65.5385522166617,482.742363285378
"958","Cases","All pathogens","Initial","65+","Fruit",3907.75040093988,1202.4665328417,8946.72107913697
"959","Cases","All pathogens","Initial","65+","Lamb",465.557142483538,233.481327022143,924.985326518894
"960","Cases","All pathogens","Initial","65+","Nuts",353.880636928199,152.681626671944,771.942823658635
"961","Cases","All pathogens","Initial","65+","Other",3926.5737905487,1186.42870196277,8354.61947563463
"962","Cases","All pathogens","Initial","65+","Pork",794.850573526703,389.832440394495,1603.14353969042
"963","Cases","All pathogens","Initial","65+","Poultry",2071.75176316292,1017.35191883314,4164.36049665995
"964","Cases","All pathogens","Initial","65+","Seeds and grains",157.707225748216,87.9022411225728,285.626565816637
"965","Cases","All pathogens","Initial","65+","Shellfish",36122.0860056704,9905.80774347411,73921.2006580922
"966","Cases","All pathogens","Initial","65+","Vegetables",7777.21663833058,2664.49524638907,16484.3868517067
"967","Cases","All pathogens","Irritable bowel syndrome","<5","AllFood",1284.87107917783,699.732952333816,2308.65859216886
"968","Cases","All pathogens","Irritable bowel syndrome","<5","Beef",77.9327170747696,36.5808222389752,161.467930421176
"969","Cases","All pathogens","Irritable bowel syndrome","<5","Dairy",14.1939166477866,6.87204307070883,28.4434080857392
"970","Cases","All pathogens","Irritable bowel syndrome","<5","Eggs",467.584258186027,236.119617264653,901.837934464501
"971","Cases","All pathogens","Irritable bowel syndrome","<5","Fin fish",1.52748791559823,0.742449593634968,3.06035184045384
"972","Cases","All pathogens","Irritable bowel syndrome","<5","Fruit",31.6184862559775,13.588723706342,69.0183184425244
"973","Cases","All pathogens","Irritable bowel syndrome","<5","Lamb",63.8286876288337,29.2974985206657,133.923089289406
"974","Cases","All pathogens","Irritable bowel syndrome","<5","Nuts",52.3393482792905,22.2913942300038,116.432951496509
"975","Cases","All pathogens","Irritable bowel syndrome","<5","Other",22.1731756405983,11.1684145195902,43.2597133586748
"976","Cases","All pathogens","Irritable bowel syndrome","<5","Pork",111.44203848207,50.8220874795001,234.358742024021
"977","Cases","All pathogens","Irritable bowel syndrome","<5","Poultry",303.070306643372,143.229566191572,622.724479437688
"978","Cases","All pathogens","Irritable bowel syndrome","<5","Seeds and grains",19.9006839566021,9.7326787932292,39.336070125696
"979","Cases","All pathogens","Irritable bowel syndrome","<5","Shellfish",3.81447742830679,1.78405025134901,7.87945572005738
"980","Cases","All pathogens","Irritable bowel syndrome","<5","Vegetables",105.382436762494,53.9513761819446,202.814805051611
"981","Cases","All pathogens","Irritable bowel syndrome","5-64","AllFood",3351.75774656881,1825.34682391254,6022.44415481443
"982","Cases","All pathogens","Irritable bowel syndrome","5-64","Beef",203.297896886013,95.4259585279155,421.210653257071
"983","Cases","All pathogens","Irritable bowel syndrome","5-64","Dairy",37.0267265326052,17.9266418010915,74.1984273248627
"984","Cases","All pathogens","Irritable bowel syndrome","5-64","Eggs",1219.75596224914,615.949544751275,2352.56465179776
"985","Cases","All pathogens","Irritable bowel syndrome","5-64","Fin fish",3.98465615489819,1.93677888562581,7.98333634766761
"986","Cases","All pathogens","Irritable bowel syndrome","5-64","Fruit",82.4810426202959,35.447999948648,180.04349793826
"987","Cases","All pathogens","Irritable bowel syndrome","5-64","Lamb",166.505653119814,76.4264362495924,349.356257794691
"988","Cases","All pathogens","Irritable bowel syndrome","5-64","Nuts",136.53417754389,58.1500778584291,303.730898343522
"989","Cases","All pathogens","Irritable bowel syndrome","5-64","Other",57.8416888852085,29.1343003119669,112.848737678075
"990","Cases","All pathogens","Irritable bowel syndrome","5-64","Pork",290.711435434216,132.576200185946,611.356066600684
"991","Cases","All pathogens","Irritable bowel syndrome","5-64","Poultry",790.599356238071,373.633445253885,1624.45994135761
"992","Cases","All pathogens","Irritable bowel syndrome","5-64","Seeds and grains",51.9135909388206,25.3889919920573,102.61339047941
"993","Cases","All pathogens","Irritable bowel syndrome","5-64","Shellfish",9.95057362301301,4.65393326002278,20.5546121914018
"994","Cases","All pathogens","Irritable bowel syndrome","5-64","Vegetables",274.904155362424,140.739367541522,529.069495739265
"995","Cases","All pathogens","Irritable bowel syndrome","65+","AllFood",759.609317249786,413.67860075081,1364.86734379794
"996","Cases","All pathogens","Irritable bowel syndrome","65+","Beef",46.0734302203041,21.6263980532306,95.4590280477394
"997","Cases","All pathogens","Irritable bowel syndrome","65+","Dairy",8.39137210623863,4.06271728708572,16.8155997488018
"998","Cases","All pathogens","Irritable bowel syndrome","65+","Eggs",276.433460814381,139.592729703631,533.162049306057
"999","Cases","All pathogens","Irritable bowel syndrome","65+","Fin fish",0.903043170227885,0.438932464161553,1.80926461007963
"1000","Cases","All pathogens","Irritable bowel syndrome","65+","Fruit",18.6926899878106,8.0335850842525,40.8032826012408
"1001","Cases","All pathogens","Irritable bowel syndrome","65+","Lamb",37.7351989755369,17.32053371662,79.1746565610325
"1002","Cases","All pathogens","Irritable bowel syndrome","65+","Nuts",30.9427593600837,13.1785601108199,68.8345750985649
"1003","Cases","All pathogens","Irritable bowel syndrome","65+","Other",13.1086698755738,6.60271047070111,25.5749248787134
"1004","Cases","All pathogens","Irritable bowel syndrome","65+","Pork",65.8839724359406,30.0457624092642,138.551709121119
"1005","Cases","All pathogens","Irritable bowel syndrome","65+","Poultry",179.173640405516,84.6765988805517,368.151579038633
"1006","Cases","All pathogens","Irritable bowel syndrome","65+","Seeds and grains",11.7651842259157,5.75391073310405,23.2552867409775
"1007","Cases","All pathogens","Irritable bowel syndrome","65+","Shellfish",2.25509986327571,1.05472153224407,4.6582945766377
"1008","Cases","All pathogens","Irritable bowel syndrome","65+","Vegetables",62.3015663878897,31.8957821453006,119.903092294663
"1009","Cases","All pathogens","Reactive arthritis","<5","AllFood",1369.25919709413,359.583577478187,3386.64234590892
"1010","Cases","All pathogens","Reactive arthritis","<5","Beef",82.1605139290841,20.2841426295039,227.397550641889
"1011","Cases","All pathogens","Reactive arthritis","<5","Dairy",15.0027892637388,3.76351252286286,40.5923845852203
"1012","Cases","All pathogens","Reactive arthritis","<5","Eggs",495.27954866184,126.383879440747,1292.21381904063
"1013","Cases","All pathogens","Reactive arthritis","<5","Fin fish",1.61317805108072,0.400834587497652,4.34171590720768
"1014","Cases","All pathogens","Reactive arthritis","<5","Fruit",32.8442805446196,7.84414157356712,96.7297870209823
"1015","Cases","All pathogens","Reactive arthritis","<5","Lamb",66.9704699099834,16.4157520877453,188.079728359764
"1016","Cases","All pathogens","Reactive arthritis","<5","Nuts",54.6146623936514,12.9747898877945,161.46458582576
"1017","Cases","All pathogens","Reactive arthritis","<5","Other",23.5253453658117,5.97662029842321,61.8571377401506
"1018","Cases","All pathogens","Reactive arthritis","<5","Pork",116.86121938121,28.5166675522775,328.979386156548
"1019","Cases","All pathogens","Reactive arthritis","<5","Poultry",320.136777640117,78.9416840228352,871.153347152669
"1020","Cases","All pathogens","Reactive arthritis","<5","Seeds and grains",20.9875681266857,5.30758968234381,56.1635890910065
"1021","Cases","All pathogens","Reactive arthritis","<5","Shellfish",4.01925406775029,0.982635981066106,11.1326730406647
"1022","Cases","All pathogens","Reactive arthritis","<5","Vegetables",111.922289253035,28.6937159348047,291.092075969622
"1023","Cases","All pathogens","Reactive arthritis","5-64","AllFood",3571.89541837733,938.021768006992,8834.5086925154
"1024","Cases","All pathogens","Reactive arthritis","5-64","Beef",214.326669411919,52.9138940806812,593.196869527512
"1025","Cases","All pathogens","Reactive arthritis","5-64","Dairy",39.1367787397416,9.81762486309995,105.890654471165
"1026","Cases","All pathogens","Reactive arthritis","5-64","Eggs",1292.00282491117,329.689222383308,3370.91226379238
"1027","Cases","All pathogens","Reactive arthritis","5-64","Fin fish",4.20819031335378,1.04563053485308,11.3259455841252
"1028","Cases","All pathogens","Reactive arthritis","5-64","Fruit",85.6786906717136,20.4624905256718,252.332563340899
"1029","Cases","All pathogens","Reactive arthritis","5-64","Lamb",174.701411643396,42.8226809035664,490.631080984233
"1030","Cases","All pathogens","Reactive arthritis","5-64","Nuts",142.469638176692,33.8464716198185,421.201928433408
"1031","Cases","All pathogens","Reactive arthritis","5-64","Other",61.3690041346576,15.5908119562927,161.362602023692
"1032","Cases","All pathogens","Reactive arthritis","5-64","Pork",304.848092296611,74.3895344238229,858.18664913622
"1033","Cases","All pathogens","Reactive arthritis","5-64","Poultry",835.119524289899,205.929921872033,2272.51980925332
"1034","Cases","All pathogens","Reactive arthritis","5-64","Seeds and grains",54.7488734008024,13.8455562754109,146.510220255985
"1035","Cases","All pathogens","Reactive arthritis","5-64","Shellfish",10.4847608256779,2.56333714328994,29.0410638925286
"1036","Cases","All pathogens","Reactive arthritis","5-64","Vegetables",291.96423368609,74.8513887664645,759.352542373585
"1037","Cases","All pathogens","Reactive arthritis","65+","AllFood",809.499147967597,212.584001779557,2002.16591519144
"1038","Cases","All pathogens","Reactive arthritis","65+","Beef",48.5728824486409,11.9918830639834,134.436287800865
"1039","Cases","All pathogens","Reactive arthritis","65+","Dairy",8.86957352699021,2.22496966760446,23.9980135283692
"1040","Cases","All pathogens","Reactive arthritis","65+","Eggs",292.806777196308,74.7175136316363,763.950308112071
"1041","Cases","All pathogens","Reactive arthritis","65+","Fin fish",0.953702747179794,0.236971391350813,2.5668005992297
"1042","Cases","All pathogens","Reactive arthritis","65+","Fruit",19.4173734037374,4.63741703091389,57.1861633960524
"1043","Cases","All pathogens","Reactive arthritis","65+","Lamb",39.592604852443,9.70491003929593,111.191789093194
"1044","Cases","All pathogens","Reactive arthritis","65+","Nuts",32.2879136163725,7.67063049970242,95.4570507397575
"1045","Cases","All pathogens","Reactive arthritis","65+","Other",13.9080658137503,3.53334784938227,36.5696286010953
"1046","Cases","All pathogens","Reactive arthritis","65+","Pork",69.0877649171935,16.8589103768182,194.490957853557
"1047","Cases","All pathogens","Reactive arthritis","65+","Poultry",189.263252189755,46.6699264034372,515.021475675163
"1048","Cases","All pathogens","Reactive arthritis","65+","Seeds and grains",12.4077446786695,3.13782031534791,33.203631286507
"1049","Cases","All pathogens","Reactive arthritis","65+","Shellfish",2.37616278219199,0.580929447925874,6.5815802881917
"1050","Cases","All pathogens","Reactive arthritis","65+","Vegetables",66.167894275379,16.9635804897588,172.092170699022
"1051","Deaths","All pathogens","Haemolytic uremic syndrome","<5","AllFood",0.107842165637571,0.0188630773730252,0.379484048520004
"1052","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Beef",0.0372463416209168,0.00650165936345432,0.131141453619863
"1053","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Dairy",0.0161577623303096,0.00282331024600649,0.0572519110641778
"1054","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Eggs",0.000330402261133338,5.21628694875356e-05,0.00135800920408955
"1055","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Fin fish",0,0,0
"1056","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Fruit",0.00452475488466156,0.000788744275526275,0.0160077161561012
"1057","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Lamb",0.00726037761157173,0.0012667315300973,0.0256220749046952
"1058","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Nuts",0,0,0
"1059","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Other",0.00423679022196472,0.000733438075894757,0.0151609568072518
"1060","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Pork",0.00799527212831338,0.00139763809644077,0.0281163790345003
"1061","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Poultry",0.00453036825981707,0.000789538128862977,0.0160011032210433
"1062","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Seeds and grains",0.00453561944258062,0.000793051389056212,0.0159944278516746
"1063","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Shellfish",0,0,0
"1064","Deaths","All pathogens","Haemolytic uremic syndrome","<5","Vegetables",0.021298061680638,0.00371111495395727,0.0752052040959075
"1065","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","AllFood",1.1810969536311,0.549218969412711,2.32895858250785
"1066","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Beef",0.407777555186812,0.189173548568168,0.804662432351418
"1067","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Dairy",0.17688899247784,0.0815171451806318,0.352848411448983
"1068","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Eggs",0.00365533115324334,0.0013437518404079,0.0090191673749911
"1069","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Fin fish",0,0,0
"1070","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Fruit",0.0495217797534247,0.0228728996744222,0.0986785134007837
"1071","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Lamb",0.0795276481808359,0.0368800076003962,0.157175215403674
"1072","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Nuts",0,0,0
"1073","Deaths","All pathogens","Haemolytic uremic syndrome","5-64","Other",0.0463551338685171,0.0210061886914925,0.0947955794987078
